Date,VOO,SPY,QQQ
2022-05-23,1.120302058560732,1.1190966703874734,0.9872291569901556
2022-05-24,1.1122254786883505,1.1105538842164329,0.9662385250963791
2022-05-25,1.121499531925486,1.120365439499704,0.9797611562941292
2022-05-26,1.143794405646028,1.1427518501715053,1.0069077562509268
2022-05-27,1.1724769224362153,1.170805363241554,1.039772945055405
2022-05-31,1.165966512194512,1.1642360270393481,1.0370145681407945
2022-06-01,1.1562010942068317,1.154819215997793,1.0293446274132916
2022-06-02,1.1781580621419017,1.176811063254375,1.057534111640809
2022-06-03,1.1590877017491967,1.157497889302721,1.0300175508255132
2022-06-06,1.162250831491005,1.161022016891727,1.0334487461393282
2022-06-07,1.1736132095898153,1.1721586687408676,1.0423626710648923
2022-06-08,1.1607767372393707,1.1594148309914198,1.0348615912685462
2022-06-09,1.1334761406343368,1.1318407793766663,1.0071433004478074
2022-06-10,1.1002180794990484,1.0990223977123283,0.9716205472249316
2022-06-13,1.0578087322986827,1.0572942425024368,0.9264440523725123
2022-06-14,1.055167659100434,1.054108441288259,0.9281258358379818
2022-06-15,1.070276705758078,1.0691361176876708,0.951302838743377
2022-06-16,1.0351146678940768,1.0337518984521799,0.9129213161617453
2022-06-17,1.0378171246783545,1.035980494607483,0.9240219271379788
2022-06-21,1.0632445350351274,1.0620598344027117,0.947334606861194
2022-06-22,1.061002553833505,1.060134213042184,0.9459528455849749
2022-06-23,1.0721500893812135,1.070526311792257,0.960040761852636
2022-06-24,1.1055308190011228,1.1045623790835828,0.99293545931486
2022-06-27,1.1013851571331,1.1003434256820284,0.9856552218930305
2022-06-28,1.0775853986804715,1.0778601824213867,0.9556255945705756
2022-06-29,1.0781158436562053,1.076982450607695,0.9565019281965103
2022-06-30,1.0696053351218144,1.0682327085114856,0.9446382926395648
2022-07-01,1.0805827335275386,1.0795309288351904,0.950873335504303
2022-07-05,1.082494605251239,1.0815695667559895,0.967152033330292
2022-07-06,1.0864106214525582,1.0852224428104567,0.9733533670166091
2022-07-07,1.1023521953316515,1.101476032442444,0.9941822788643772
2022-07-08,1.101704805742663,1.1005699108688123,0.9954295184659621
2022-07-11,1.0892472931516264,1.087997496637984,0.9741625973247521
2022-07-12,1.0791952868458938,1.0783698419015866,0.9647254975490493
2022-07-13,1.074168938286997,1.0727066272730124,0.9627370760742654
2022-07-14,1.0713321679004917,1.070101459938885,0.9661748872081445
2022-07-15,1.091590922413715,1.090545884452231,0.9837006146096845
2022-07-18,1.0825560875247058,1.081541357822546,0.9753759177218817
2022-07-19,1.1119419496808567,1.1107637333655453,1.0053716258398815
2022-07-20,1.119065011533603,1.1178429098744476,1.0213134419076921
2022-07-21,1.1303813025991727,1.129226028238228,1.0359746242345473
2022-07-22,1.1200822816377636,1.118748941034831,1.0178084224430042
2022-07-25,1.1211923179330292,1.1201083946350232,1.012011283858691
